student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
136463,16,Female,Computer Science,3.49045044126943,1.4,0.9,Yes,98.0,4,Good,2,Some College,Low,8.4,Yes,3.59,8,3.0,No,3,6.7,Dorm,Yes,High,8,5,10,Reading,9.7,87
100851,21,Other,Arts,4.2,0.0,1.3,Yes,45.4,8.4,Good,6,Bachelor,Low,8.1,Yes,2.99,7,6.1,No,3,6.1,Cafe,No,Medium,4,2,10,Kinesthetic,6.9,73
120926,22,Male,Biology,0.8,4.3,2.6,No,42.5,8.1,Fair,2,High School,Low,4.0,Yes,3.94,1,4.8,No,0,7.9,Co-Learning Group,Yes,Low,6,7,8,Auditory,2.0,100
155392,22,Female,Biology,2.8,4.1,2.8,Yes,63.8,6.8,Fair,2,Some College,High,6.3,Yes,3.25,4,5.2,No,4,9.8,Cafe,No,Medium,8,3,10,Visual,7.2,82
144597,20,Other,Engineering,3.3,3.0,1.1,No,58.2,7.5,Good,0,Bachelor,Medium,9.0,Yes,3.09,5,1,No,2,8.3,Library,Yes,Low,6,2,10,Visual,7.2,72
136421,20,Male,Arts,6.4,4.7,2.7,No,62.8,6.9,Good,7,Bachelor,Low,6.3,No,4.0,8,6.6,No,3,15.5,Cafe,No,Medium,3,10,5,Kinesthetic,4.1,100
120379,18,Female,Business,4.6,2.5,0.1,Yes,85.8,4.2,Fair,5,Some College,Low,9.2,Yes,3.53,8,6.1,No,5,8.4,Library,Yes,High,2,5,10,Kinesthetic,1.4,86
128221,20,Other,Business,3.2,3.9,0.1,No,66.5,6.5,Good,6,High School,Medium,3.9,Yes,4.0,2,4.7,No,5,8.8,Quiet Room,Yes,Low,3,1,10,Auditory,7.4,99
144118,16,Female,Psychology,7.4,3.2,0.4,No,91.0,6.6,Fair,1,Bachelor,Low,4.4,No,4.0,5,7.1,No,3,12.2,Co-Learning Group,No,Medium,7,5,10,Reading,3.4,100
113396,24,Other,Engineering,4.7,1.3,1.6,No,49.6,8.5,Good,6,Some College,High,6.7,No,3.53,7,4.1,No,1,8.2,Dorm,Yes,Medium,1,3,10,Visual,5.9,90
112156,19,Male,Business,8.0,0.0,3.3,Yes,78.4,8.1,Poor,6,Bachelor,Low,4.5,Yes,4.0,3,3.9,No,3,11.5,Co-Learning Group,Yes,High,4,10,5,Kinesthetic,2.9,100
149797,21,Female,Arts,1.5,0.1,0.5,No,99.9,4.2,Fair,6,High School,Medium,4.9,Yes,4.0,8,4.2,No,1,2.3,Co-Learning Group,No,Low,5,8,7,Auditory,1.8,100
112676,26,Male,Engineering,5.6,4.4,2.4,No,49.2,6.3,Good,6,Bachelor,High,5.4,Yes,4.0,1,2.4,No,5,14.3,Cafe,Yes,High,2,1,10,Reading,6.0,100
147052,25,Other,Computer Science,7.8237881571329035,1.6,1.4,No,80.7,6.2,Good,6,Master,Medium,9.1,No,3.92,3,2.3,No,0,11.8,Cafe,No,Low,10,1,10,Auditory,5.2,100
145082,23,Other,Psychology,2.3,1.6,2.6,Yes,84.2,5.5,Fair,5,Some College,High,6.6,Yes,2.83,3,4.2,No,5,7.5,Library,No,High,2,3,10,Reading,7.2,67
179131,26,Male,Biology,3.4,4.0,2.6,No,96.4,8.3,Poor,1,High School,High,7.9,No,4.0,8,4.7,No,2,10.7,Library,No,Low,10,7,8,Visual,5.9,100
134671,27,Other,Computer Science,5.361262434789972,2.2,2.4,Yes,56.0,6.3,Fair,7,Bachelor,High,8.0,No,4.0,2,3.7,No,3,10.5,Co-Learning Group,No,Medium,7,4,10,Auditory,3.4,99
105695,27,Other,Computer Science,5.722474414472796,4.4,0.3,Yes,99.2,4.9,Good,3,Master,Low,4.2,No,4.0,5,4.7,No,3,11.7,Dorm,Yes,Low,2,5,10,Kinesthetic,8.0,100
160217,22,Female,Business,3.0,2.4,1.8,Yes,47.1,6.4,Good,2,Some College,Medium,6.3,Yes,3.54,5,4.1,No,4,8.5,Library,Yes,High,1,4,10,Reading,3.8,95
170284,18,Male,Arts,2.0,1.2,1.8,Yes,54.7,7.1,Good,0,High School,Medium,7.5,Yes,3.59,4,5.5,No,2,5.9,Library,No,High,4,9,6,Kinesthetic,6.1,86
116361,18,Other,Arts,2.1,2.7,1.9,Yes,85.3,7.5,Good,4,Some College,Low,8.5,No,4.0,4,1.8,No,2,7.8,Dorm,Yes,Low,5,4,10,Reading,3.8,100
149615,23,Other,Biology,4.9,3.8,3.0,No,90.6,6.8,Poor,0,PhD,Low,4.8,Yes,3.89,6,4.8,No,2,11.9,Dorm,No,Medium,1,1,10,Auditory,8.3,95
110328,27,Female,Arts,4.4,0.6,2.8,Yes,92.9,6.1,Good,2,Some College,Low,8.2,No,3.67,4,9.9,Yes,2,8.1,Dorm,No,High,6,1,10,Auditory,1.5,90
172357,18,Male,Biology,2.7,1.5,2.6,Yes,47.2,5.9,Good,3,Master,High,5.9,No,3.13,6,6.6,No,3,7.7,Quiet Room,Yes,Medium,6,1,10,Visual,3.0,83
138427,23,Female,Arts,6.6,4.6,0.8,No,51.6,8.5,Fair,1,Master,Medium,6.0,Yes,3.63,4,6.8,No,1,13.1,Dorm,No,Medium,6,9,6,Visual,5.6,91
147400,17,Male,Computer Science,2.0617950714192563,2.3,0.6,No,48.8,4.8,Good,4,Bachelor,Low,6.3,No,4.0,2,3.2,No,1,5.5,Cafe,Yes,High,6,4,10,Kinesthetic,3.3,98
175674,24,Female,Computer Science,6.2309928312921645,2.2,2.0,No,78.6,10.4,Good,1,Master,Low,7.4,Yes,3.41,1,2.7,No,4,10.9,Library,No,Low,9,4,10,Reading,2.2,89
125203,28,Female,Computer Science,3.87692850951021,1.2,3.2,Yes,71.7,6.2,Good,6,Bachelor,High,6.3,Yes,4.0,3,4.3,No,1,9.1,Quiet Room,No,Medium,8,2,10,Visual,9.0,94
109116,17,Other,Engineering,4.7,3.5,0.7,Yes,44.3,10.7,Fair,1,PhD,Medium,10,Yes,4.0,2,7.5,No,3,10.3,Co-Learning Group,Yes,Medium,3,10,5,Auditory,4.2,96
106006,17,Female,Business,6.9,1.2,1.2,No,63.0,7.2,Good,1,High School,Medium,7.6,Yes,4.0,7,6.7,No,5,11.3,Co-Learning Group,Yes,Medium,9,7,8,Kinesthetic,9.3,100
129871,21,Male,Psychology,2.5,1.8,2.1,No,66.5,4.6,Fair,7,Master,Medium,3.9000000000000004,Yes,3.14,3,7.1,No,2,6.9,Quiet Room,No,High,4,2,10,Auditory,9.2,81
137930,26,Male,Business,4.1,4.4,0.8,Yes,78.5,9.1,Poor,0,Master,High,6.9,Yes,3.01,5,8.1,Yes,3,10.7,Library,No,High,1,1,10,Visual,1.0,74
110458,27,Other,Arts,3.4,0.3,2.6,Yes,69.0,7.9,Poor,6,PhD,Low,5.4,No,3.51,7,5.4,No,4,6.7,Library,No,High,4,3,10,Reading,6.8,81
130512,20,Male,Biology,4.5,0.1,0.3,No,48.8,4.2,Good,0,PhD,Low,2.9,No,4.0,4,6.2,No,5,6.5,Quiet Room,No,High,6,3,10,Reading,2.6,89
113238,17,Female,Engineering,5.3,1.3,2.6,No,60.7,8.7,Good,0,Master,Low,3.8,Yes,3.22,7,4.2,No,4,9.7,Cafe,No,Medium,5,9,6,Kinesthetic,2.2,81
149823,22,Female,Biology,1.2,0.2,0.0,Yes,43.0,7.4,Good,0,PhD,Medium,6.4,No,3.97,4,2.7,No,1,2.4,Library,No,Low,2,1,10,Visual,2.0,95
136434,24,Other,Psychology,4.1,0.1,2.8,Yes,67.9,6.0,Fair,3,PhD,High,5.5,Yes,3.3,2,2.4,No,4,7.3,Library,Yes,High,5,2,10,Kinesthetic,5.8,79
159429,18,Female,Business,1.8,2.6,3.5,Yes,75.6,7.7,Fair,5,High School,High,10,No,4.0,4,5.1,No,0,9.5,Co-Learning Group,Yes,Low,5,9,6,Reading,9.3,100
147819,18,Female,Engineering,4.8,2.2,3.9,Yes,50.8,9.6,Fair,5,Some College,Low,10,Yes,4.0,4,4.4,No,1,11.9,Cafe,No,High,8,7,8,Kinesthetic,1.2,100
121319,25,Other,Computer Science,5.28240736600521,4.7,3.7,Yes,42.7,5.2,Fair,3,Master,Low,6.1,No,3.47,5,4.7,No,4,14.7,Quiet Room,Yes,Low,2,10,5,Visual,2.1,87
148520,28,Other,Arts,2.0,2.4,3.0,Yes,67.7,6.6,Good,1,Master,Low,6.6,No,4.0,3,4.4,No,2,8.3,Library,No,High,8,10,5,Reading,7.2,100
146566,24,Male,Computer Science,8.219292783648473,1.7,1.3,No,63.2,6.6,Good,5,PhD,Low,6.3,Yes,3.82,2,4.4,No,5,11.3,Co-Learning Group,Yes,High,10,10,5,Kinesthetic,4.4,96
127460,16,Other,Engineering,5.3,1.3,1.0,No,88.0,6.9,Fair,3,Bachelor,High,7.3,No,3.51,4,5.6,No,0,8.3,Quiet Room,No,Medium,7,4,10,Auditory,6.1,89
134993,17,Male,Business,4.8,3.8,2.3,No,95.6,5.9,Poor,0,PhD,Low,5.2,No,2.94,4,4.3,No,4,12.1,Library,No,High,7,3,10,Reading,9.3,84
109358,27,Male,Engineering,4.2,4.0,3.8,No,90.7,8.1,Fair,3,Master,High,7.2,Yes,3.19,2,4.7,No,1,13.4,Dorm,No,Medium,1,7,8,Reading,5.4,87
179840,22,Other,Psychology,2.5,3.8,3.6,Yes,60.6,6.7,Good,3,PhD,Medium,4.5,Yes,3.61,6,8.1,No,4,11.8,Quiet Room,Yes,Low,9,7,8,Auditory,8.4,96
122431,24,Other,Psychology,1.1,1.7,2.2,No,70.2,7.1,Fair,2,PhD,High,6.1,No,3.04,1,3.4,No,4,5.7,Dorm,No,Medium,1,3,10,Visual,9.6,77
170010,20,Female,Computer Science,3.6062398246883185,3.6,3.6,Yes,61.5,10.3,Good,5,Master,Medium,7.9,No,3.39,6,7.6,No,1,11.0,Cafe,No,Low,9,3,10,Visual,5.9,82
132087,22,Male,Business,8.0,2.4,2.4,Yes,80.4,6.5,Poor,2,High School,Low,7.0,No,3.62,4,5.2,No,5,13.5,Dorm,Yes,High,5,10,5,Auditory,6.6,89
121417,22,Female,Psychology,4.5,2.1,3.4,No,53.0,4.8,Fair,4,Some College,Medium,6.4,Yes,4.0,2,6.8,No,3,10.6,Dorm,Yes,Medium,3,2,10,Kinesthetic,5.2,92
160589,27,Other,Psychology,4.6,0.8,3.2,No,65.4,6.0,Fair,6,Some College,High,5.6,Yes,3.23,7,5.0,No,4,9.1,Quiet Room,Yes,Medium,2,4,10,Kinesthetic,9.0,80
149735,24,Other,Computer Science,3.585527958556759,1.4,2.1,Yes,66.3,6.9,Fair,4,Bachelor,High,3.9,Yes,4.0,7,6.0,No,4,8.6,Quiet Room,Yes,Medium,10,5,10,Visual,7.2,100
135382,19,Other,Business,2.0,0.6,1.9,No,74.1,6.5,Good,5,PhD,High,9.4,Yes,3.92,2,6.2,No,0,5.4,Dorm,No,High,7,7,8,Reading,8.2,100
173000,28,Male,Engineering,6.2,4.3,2.8,Yes,86.1,6.0,Fair,0,Bachelor,Medium,5.0,Yes,3.58,6,8.4,No,3,14.8,Co-Learning Group,No,Low,4,8,7,Visual,2.2,86
128785,16,Male,Computer Science,5.254721263292028,0.9,1.2,Yes,48.0,4.4,Fair,0,Bachelor,High,8.4,Yes,2.91,4,1.7,No,5,8.4,Library,Yes,High,3,2,10,Auditory,3.1,72
142504,20,Other,Engineering,3.1,3.2,1.5,No,99.6,9.7,Good,0,Some College,Medium,6.6,No,4.0,1,3.8,No,5,9.6,Co-Learning Group,Yes,Low,2,3,10,Visual,8.8,100
107331,17,Female,Engineering,3.3,3.6,0.2,No,52.7,6.5,Poor,4,Bachelor,High,8.5,No,2.34,7,6.9,No,5,9.0,Dorm,No,Medium,10,2,10,Kinesthetic,8.0,59
130021,25,Male,Computer Science,3.0650153660335553,1.2,2.9,Yes,45.5,7.0,Fair,1,Bachelor,High,6.6,Yes,4.0,7,5.1,No,5,8.7,Library,No,Medium,5,5,10,Visual,1.3,100
104207,18,Male,Business,1.9,0.3,3.2,Yes,82.5,8.0,Good,2,Bachelor,High,7.9,Yes,3.12,1,2.7,No,0,5.8,Library,Yes,High,7,8,7,Visual,3.1,73
141347,27,Male,Arts,0.2,1.4,0.0,Yes,96.7,5.8,Poor,7,PhD,High,9.6,Yes,4.0,8,6.0,No,1,1.9,Cafe,No,Low,3,9,6,Visual,1.2,100
152581,26,Other,Biology,2.7,4.1,0.9,No,85.6,9.4,Good,3,PhD,High,10,Yes,3.34,4,7.0,No,3,9.1,Co-Learning Group,Yes,Low,6,10,5,Kinesthetic,1.9,79
135093,17,Male,Biology,2.9,2.1,0.4,No,74.0,5.8,Good,7,High School,Low,6.2,No,4.0,3,3.7,No,4,6.5,Library,No,High,2,10,5,Visual,5.1,100
108675,24,Female,Biology,1.7,0.4,0.0,Yes,53.2,10.8,Poor,5,Master,Medium,6.2,No,4.0,2,5.8,No,1,3.7,Library,No,High,7,7,8,Kinesthetic,8.3,99
127653,20,Other,Psychology,0,2.3,1.9,Yes,75.8,6.9,Good,6,Some College,Medium,6.5,Yes,4.0,6,2.7,No,1,5.6,Quiet Room,Yes,Medium,9,9,6,Visual,8.5,95
174341,21,Male,Business,4.7,3.5,3.1,Yes,55.0,8.1,Fair,5,Master,Low,10,No,3.55,4,6.2,No,4,12.9,Cafe,No,High,5,9,6,Reading,1.9,96
141245,25,Male,Business,8.4,2.8,2.2,No,80.9,6.9,Poor,7,PhD,High,6.8,No,4.0,8,1.9,No,5,14.3,Co-Learning Group,No,Low,7,10,5,Kinesthetic,6.0,99
127869,22,Other,Arts,4.5,1.5,0.7,No,42.7,5.1,Poor,4,Bachelor,Low,7.5,No,2.83,4,6.0,No,0,6.9,Cafe,No,Low,2,6,9,Reading,1.7,65
165435,25,Male,Psychology,6.5,2.4,2.4,No,93.0,5.1,Good,5,Some College,High,7.0,No,3.29,5,2.6,No,3,11.6,Dorm,Yes,High,4,7,8,Visual,8.4,83
151856,19,Male,Psychology,6.3,1.8,2.8,No,54.9,7.5,Fair,3,Some College,High,4.6,Yes,3.61,3,4.2,No,2,12.5,Library,Yes,Medium,10,7,8,Reading,7.1,90
160142,23,Female,Psychology,6.7,4.9,0.6,Yes,62.1,8.1,Good,7,Master,Low,3.5,No,4.0,4,7.9,No,1,13.0,Library,No,High,7,3,10,Kinesthetic,6.3,100
118726,23,Other,Computer Science,7.0263485616297725,0.5,0.8,No,66.3,8.5,Fair,2,Some College,Medium,6.5,No,4.0,5,3.2,No,4,8.5,Co-Learning Group,Yes,Medium,10,8,7,Visual,6.7,100
134718,22,Other,Computer Science,2.7490270273095643,1.2,0.9,No,99.9,8.4,Good,6,PhD,High,6.3,Yes,3.39,3,1.3,No,1,5.5,Library,No,Medium,3,10,5,Kinesthetic,1.1,87
118301,27,Male,Biology,6.1,0.5,3.9,No,71.9,5.7,Good,1,High School,Medium,7.7,Yes,3.94,3,4.0,No,4,11.4,Library,Yes,Low,2,6,9,Auditory,3.0,96
132325,16,Other,Engineering,5.3,2.1,0.5,No,66.0,6.4,Good,2,Master,Low,6.3,Yes,3.65,6,1,No,0,8.0,Quiet Room,No,High,9,5,10,Kinesthetic,7.2,91
173579,25,Male,Engineering,3.4,3.8,3.4,Yes,40.3,8.7,Good,3,High School,Medium,10,No,4.0,4,3.9,No,0,11.9,Dorm,Yes,High,3,5,10,Reading,3.3,96
170644,28,Female,Biology,2.1,2.2,1.9,Yes,66.1,6.5,Poor,0,Master,Low,9.0,Yes,3.62,4,5.7,No,4,6.7,Cafe,No,Low,8,5,10,Auditory,10.0,91
134438,19,Female,Arts,1.6,3.4,2.0,Yes,70.1,6.2,Good,0,PhD,High,5.5,Yes,4.0,8,5.0,No,5,7.7,Quiet Room,No,High,4,9,6,Auditory,4.3,98
176622,25,Other,Biology,4.6,2.1,0.9,Yes,99.0,9.2,Fair,2,Some College,Low,8.3,No,2.68,7,5.0,No,1,8.0,Dorm,No,Low,8,2,10,Visual,3.6,60
156155,26,Female,Engineering,5.8,0.4,3.7,Yes,60.9,9.0,Fair,1,Master,Medium,7.6,Yes,2.78,2,5.9,No,4,10.3,Cafe,No,High,7,2,10,Kinesthetic,4.7,64
176484,26,Male,Computer Science,7.86874781722474,0.1,2.4,No,80.2,6.0,Fair,3,Master,Medium,5.5,Yes,4.0,8,3.2,No,0,10.6,Library,Yes,Medium,3,8,7,Auditory,3.7,100
152350,19,Other,Biology,3.6,2.2,2.8,Yes,88.4,6.7,Fair,0,High School,High,6.7,No,4.0,8,5.7,No,1,10.4,Co-Learning Group,Yes,Medium,9,3,10,Auditory,10.0,94
147447,25,Other,Arts,6.6,2.2,3.9,Yes,87.0,6.8,Good,7,PhD,Medium,5.6,No,2.94,1,8.3,No,1,13.4,Dorm,No,Medium,5,6,9,Kinesthetic,7.2,75
128746,24,Female,Engineering,1.6,2.2,1.0,Yes,74.9,7.3,Fair,5,Master,Medium,5.0,Yes,4.0,2,5.1,No,4,4.9,Cafe,No,Medium,10,2,10,Visual,2.5,98
118131,24,Female,Computer Science,3.1542691802071063,1.3,3.9,Yes,67.9,8.8,Good,0,Master,Medium,8.9,No,3.15,4,7.0,No,1,10.0,Cafe,No,Medium,10,9,6,Kinesthetic,2.4,79
166784,20,Male,Arts,3.2,0.4,3.6,No,83.2,5.2,Fair,7,Bachelor,Medium,6.4,Yes,3.3,1,4.9,No,0,8.4,Quiet Room,Yes,Low,2,8,7,Visual,5.8,83
164686,18,Male,Arts,5.7,4.0,4.0,No,48.0,11.1,Fair,0,Master,Low,6.4,No,3.44,8,5.8,No,0,13.9,Cafe,Yes,High,1,10,5,Visual,5.1,74
111915,25,Female,Psychology,4.8,4.9,3.9,No,91.7,8.3,Fair,3,Master,Low,5.0,Yes,3.45,5,6.1,No,1,14.8,Quiet Room,No,Medium,6,10,5,Visual,4.3,89
106175,22,Other,Psychology,5.4,2.5,3.4,No,77.0,4.8,Good,7,Some College,Medium,7.9,Yes,3.22,1,2.7,No,5,13.1,Library,Yes,Low,4,5,10,Auditory,4.6,92
114371,24,Female,Business,2.0,1.5,1.0,Yes,91.7,6.4,Fair,3,Some College,High,7.9,Yes,4.0,5,2.9,No,0,6.1,Cafe,Yes,Low,9,5,10,Reading,9.6,100
120033,16,Other,Engineering,4.9,0.2,3.5,No,85.4,6.2,Fair,5,Bachelor,Low,4.9,Yes,3.73,6,3.5,No,4,8.7,Quiet Room,No,Low,6,2,10,Visual,5.4,99
120969,22,Male,Engineering,4.6,4.0,3.9,No,54.6,4,Fair,6,High School,Medium,7.6,No,4.0,8,7.7,No,4,14.4,Dorm,No,Medium,9,6,9,Auditory,8.5,100
155333,26,Other,Psychology,3.7,3.4,2.9,Yes,85.9,7.1,Poor,0,Some College,High,4.8,Yes,4.0,5,5.1,No,0,11.0,Dorm,Yes,Medium,8,7,8,Reading,2.1,96
178172,23,Female,Business,7.8,2.0,3.1,No,58.7,7.6,Good,2,High School,Medium,6.9,No,4.0,8,8.5,No,4,13.3,Cafe,Yes,Medium,7,7,8,Kinesthetic,1.8,100
108326,18,Other,Biology,5.6,4.7,0.7,No,81.5,4,Good,6,Master,Low,8.5,No,2.66,1,6.4,No,2,12.9,Dorm,Yes,High,3,5,10,Visual,2.2,63
150432,28,Female,Computer Science,4.974492186542491,4.8,1.6,Yes,82.3,5.5,Fair,2,High School,Low,8.7,No,3.04,4,4.8,No,3,12.7,Dorm,Yes,Low,5,4,10,Kinesthetic,5.6,76
150019,24,Female,Engineering,5.5,4.8,2.5,No,59.0,5.9,Good,0,High School,Medium,7.1,Yes,3.11,7,8.0,No,1,14.4,Library,Yes,Medium,9,4,10,Auditory,1.3,74
178104,22,Male,Psychology,7.6,1.0,2.6,Yes,92.3,7.3,Fair,3,High School,Medium,10,No,4.0,7,7.1,No,4,12.7,Cafe,Yes,Low,1,9,6,Auditory,7.5,100
161348,22,Female,Engineering,5.2,1.9,1.8,Yes,85.9,5.3,Good,5,Master,Low,4.6,Yes,2.89,5,8.0,No,2,10.9,Co-Learning Group,No,High,9,4,10,Reading,4.5,80
169352,21,Male,Arts,7.6,2.8,2.5,No,51.9,9.4,Good,1,PhD,Medium,7.5,Yes,4.0,6,6.4,No,5,14.2,Cafe,Yes,High,1,8,7,Reading,9.9,100
132953,22,Female,Engineering,4.2,0.5,0.2,Yes,81.5,5.3,Good,7,High School,High,9.9,Yes,4.0,8,3.3,No,0,5.3,Library,Yes,Medium,2,4,10,Reading,8.5,100
172512,24,Other,Biology,5.6,0.6,2.1,Yes,73.1,9.2,Fair,5,Master,High,8.6,No,4.0,5,1,No,2,8.3,Cafe,No,Low,6,8,7,Visual,8.3,100
101504,28,Female,Arts,1.9,3.8,1.7,Yes,96.3,7.9,Good,4,Bachelor,Medium,5.6,Yes,3.5,4,2.0,No,2,9.1,Cafe,No,Medium,7,4,10,Reading,4.0,94
115014,20,Male,Business,4.8,2.2,2.0,Yes,82.7,9.9,Fair,4,Some College,Low,10,No,4.0,7,5.2,No,5,9.6,Cafe,Yes,Medium,8,9,6,Kinesthetic,7.8,100
170381,21,Other,Arts,6.0,3.3,3.7,Yes,74.2,8.8,Good,2,Master,High,8.9,Yes,2.94,6,6.1,No,1,14.7,Library,No,High,6,5,10,Reading,6.9,77
134973,27,Female,Arts,3.3,4.9,0.3,No,43.3,9.2,Good,5,Some College,Medium,6.8,Yes,4.0,4,3.2,No,1,9.1,Quiet Room,No,High,9,4,10,Reading,1.5,100
144587,18,Female,Engineering,4.4,1.4,1.7,Yes,60.3,5.8,Good,2,High School,Medium,6.0,No,3.03,6,2.2,No,5,9.5,Cafe,Yes,Low,8,4,10,Auditory,2.2,87
114621,26,Other,Business,6.4,1.7,1.3,No,73.8,7.3,Good,4,High School,Low,8.8,No,4.0,6,5.7,No,3,9.4,Quiet Room,Yes,High,3,8,7,Auditory,5.8,100
